Employee Name, Job Title, Base Pay, Overtime Pay, Other Pay, Benefits, Total Pay & Benefits, Year, Notes, Agency, Status
"Not Provided","Teachg Asst-1/10-Gship",40336.0,0.0,0.0,3227.0,43563.0,2023,"None","University of California",
"Not provided","Teachg Asst-Gship",43530.0,0.0,0.0,0.0,43530.0,2019,"None","University of California",
"Not provided","Teachg Asst-Gship",40957.0,0.0,0.0,2520.0,43477.0,2020,"None","University of California",
"Not provided","Teachg Asst-Gship",43444.0,0.0,0.0,0.0,43444.0,2019,"None","University of California",
"**** ****","Teachg Asst-Gship",38235.0,0.0,5202.0,0.0,43437.0,2021,"None","University of California",
"**** ****","Teachg Asst-Gship",42735.0,673.0,0.0,0.0,43408.0,2021,"None","University of California",
"Not Provided","Teachg Asst-Gship",35827.0,0.0,7574.0,0.0,43401.0,2023,"None","University of California",
"**** ****","Teachg Asst-1/10-Gship",43384.0,0.0,0.0,0.0,43384.0,2021,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",30039.0,0.0,13342.0,0.0,43381.0,2018,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",43272.0,0.0,100.0,0.0,43372.0,2018,"None","University of California",
"Not provided","Teachg Asst-Gship",41798.0,0.0,0.0,1532.0,43330.0,2019,"None","University of California",
"Not provided","Teachg Asst-Gship",36670.0,0.0,0.0,6652.0,43322.0,2020,"None","University of California",
"Not Provided","Teachg Asst-Gship",39530.0,0.0,3787.0,0.0,43317.0,2023,"None","University of California",
"Not Provided","Teachg Asst-Gship",40539.0,0.0,0.0,2769.0,43308.0,2023,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",43299.0,0.0,0.0,0.0,43299.0,2023,"None","University of California",
"**** ****","Teachg Asst-Gship",36244.0,0.0,7043.0,0.0,43287.0,2021,"None","University of California",
"**** ****","Teachg Asst-Non Gship",33273.0,0.0,6840.0,3135.0,43248.0,2021,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",31841.0,0.0,1098.0,10290.0,43229.0,2015,"None","University of California",
"Not Provided","Teachg Asst-Gship",43226.0,0.0,0.0,0.0,43226.0,2023,"None","University of California",
"Not Provided","Teachg Asst-Gship",41955.0,0.0,0.0,1268.0,43223.0,2023,"None","University of California",
"**** ****","Teachg Asst-Gship",30318.0,0.0,10260.0,2626.0,43204.0,2021,"None","University of California",
"Not Provided","Teachg Asst-Gship",43199.0,0.0,0.0,0.0,43199.0,2023,"None","University of California",
"Not Provided","Teachg Asst-Gship",35495.0,0.0,7688.0,0.0,43183.0,2023,"None","University of California",
"Not provided","Teachg Asst-Gship",40879.0,1603.0,0.0,688.0,43170.0,2020,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",39962.0,0.0,0.0,3177.0,43139.0,2023,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",42852.0,0.0,0.0,226.0,43078.0,2017,"None","University of California",
